GKP-Qubit,Repetition,Repetition x GKP,Repetition x GKP-Correct
0.9978037227865616,0.999990909090909,0.9999086986517393,0.9985830472434696
0.9952035775043561,0.9999636363636364,0.9999640465583932,0.9976758604508711
0.992683761823672,0.9999545454545454,0.9999707547282045,0.991099846852696
0.9900735127600694,0.9999363636363636,0.999904528724238,0.9894354229545325
0.9874696539804787,0.9999090909090909,0.9997631868889848,0.9838468223704167
0.9849110124906081,0.9998727272727272,0.9986206230687934,0.9764433154214524
0.9822903421985822,0.9998636363636364,0.9968507561725058,0.9712942806909823
0.9798188909046562,0.9998454545454546,0.9962051217036977,0.9653874122578618
0.9772706256117232,0.9998,0.9960242288236973,0.9565744572512924
0.9748153761816469,0.9997818181818182,0.9961130992854295,0.9502485947218149
0.9723631304801449,0.9997181818181818,0.9948331424779976,0.9449283741533764
0.9699755117165472,0.9996727272727273,0.9918934586501061,0.9433976709505156
0.9674919521727561,0.9996545454545455,0.9926341575173158,0.9370186076758934
0.9650545627339363,0.9996454545454545,0.991288411175935,0.9320868281503719
0.9626293591111258,0.9996363636363637,0.9914693182010088,0.9266216269157342
0.9601573031483323,0.9996090909090909,0.9908965998798037,0.921617299798849
0.9576894726859463,0.9995909090909091,0.9914410410582616,0.917643227253693
0.9553067607349214,0.9995272727272727,0.9913703086934585,0.9128208649249169
0.9529119955447959,0.9995272727272727,0.9912471164218435,0.9103663155087148
0.9504139853112845,0.9995272727272727,0.9911216756397483,0.9036129709433627
0.9479815511685868,0.9995272727272727,0.9907877462528495,0.8954479588503695
0.945562723284269,0.9995181818181819,0.9897888091171594,0.8869652850450948
0.9432190789678627,0.9995090909090909,0.9870676072291723,0.8861017118833184
0.9409600770207666,0.9994545454545455,0.9853745046727377,0.8828324598821798
0.9386425681605269,0.9994454545454545,0.9842196594007452,0.8793127325315085
0.9363597588633369,0.9994181818181819,0.9818133174781224,0.8718780063951287
0.9341052037081773,0.9994,0.9814466162161571,0.8634004231179142
0.931928281694558,0.9993454545454545,0.982102823301411,0.8559790697615653
0.9295850662144649,0.9993272727272727,0.980825125115047,0.8499207329752194
0.9274047328837566,0.9992727272727273,0.9779262767035072,0.8475582650535437
0.9252262996697577,0.9992454545454545,0.9750504431395277,0.8396183577318874
0.9229206738024961,0.9992363636363636,0.9743131861360854,0.8350580636306725
0.9207058448728911,0.9992181818181818,0.9724885858808808,0.8344600851169127
0.9184630978675451,0.9991909090909091,0.9724267503061707,0.8288003420760756
0.9161089357031376,0.9991636363636364,0.9712000400224436,0.8263423382216498
0.913831710481821,0.9991363636363636,0.9695379875138166,0.8270501205130737
0.9116047944871836,0.9991181818181818,0.9657271297689252,0.8230288629814169
0.9094779709834837,0.9991,0.9640654877775494,0.8215519632070469
0.9073244876052218,0.9990909090909091,0.9631577680827674,0.8181412238369387
0.9052337669147642,0.9990818181818182,0.9638916776149735,0.8150635574421516
0.9030923418645594,0.9990727272727272,0.9623866545119055,0.8130453011928612
0.9007558021934352,0.9990272727272728,0.9595775413310551,0.8136232161749528
0.898627376729084,0.999,0.9568438438428601,0.8128188434958796
0.8964777681276805,0.998990909090909,0.9554569370021849,0.8060853135775952
0.894402327319154,0.9989545454545454,0.9555509805766511,0.8085542102357988
0.8923807000081078,0.9989090909090909,0.9555528645474205,0.8040119342612613
0.8902434054136965,0.998890909090909,0.9522606476234285,0.7971770164436482
0.8880484313188544,0.9988727272727272,0.9512110958628203,0.7928723736770118
0.886011753660169,0.9988363636363636,0.9483715322280741,0.7924569022811768
0.8839515909985454,0.9988181818181818,0.944458829969845,0.7852685127974881
0.8819285594569206,0.9987909090909091,0.9422576890856862,0.7844239081327833
0.8799633896838216,0.9987818181818182,0.9426477732958977,0.7821083406430207
0.8779304524261197,0.9987636363636364,0.940257360515689,0.7796215981312205
0.8758767832741602,0.9987454545454545,0.9403389747496153,0.7764560220314961
0.8738164186853118,0.9987363636363636,0.9400179262677715,0.7757865534568712
0.8718015886911199,0.9987363636363636,0.9388501615474696,0.7717156153051723
0.8698825842994535,0.9987181818181818,0.9371065462790487,0.7695452846260235
0.8678140753272491,0.9987,0.9364643098455439,0.7617410512499265
0.8657666195405193,0.9986727272727273,0.9330328973658801,0.757605080605713
0.8638081798504823,0.9986636363636363,0.9318783959924257,0.7559440084167353
0.8619403044668636,0.9986363636363637,0.9322060844854562,0.7530429636946542
0.8599693572523104,0.9986181818181818,0.9298541025043262,0.7496553690327212
0.8581587364216673,0.9985909090909091,0.9286400613147353,0.7449068351844809
0.8562690756339202,0.9985454545454545,0.9281851857983703,0.7433890000181638
0.8544798132578242,0.9985272727272727,0.9257932288603292,0.7383334482533478
0.8525780662138532,0.9985090909090909,0.9237199144885601,0.735773667875283
0.8507613589323333,0.9984909090909091,0.9225771831220343,0.734988581810661
0.8488082396929183,0.9984727272727273,0.919986122378154,0.7274904254089496
0.8469774291615775,0.9984545454545455,0.9190098394980972,0.7213733941512865
0.8452016497803944,0.9984363636363637,0.9168352412478489,0.7211669477241991
0.8433625519644788,0.9984090909090909,0.9154252662592307,0.7148725136742099
0.8416097514116352,0.9984090909090909,0.9132222749996223,0.7108120100262825
0.8398636465232261,0.9984,0.9094913244444501,0.7087765026578703
0.8380605586625763,0.9983818181818181,0.9082640061078677,0.7072846016230111
0.8362985038547417,0.9983636363636363,0.9054673777003522,0.7034402321851645
0.8345779599493465,0.9983545454545455,0.9036515942127225,0.7017851043931037
0.8328782554408172,0.9983272727272727,0.9021841040870934,0.6998186871668772
0.8311833795742519,0.9983272727272727,0.9006703012716768,0.6975431662795869
0.8294135515295135,0.9983,0.8996617706736851,0.6963351947600204
0.8276685724558488,0.9982727272727273,0.896173331308325,0.6938958486539022
0.8259378273613476,0.9982636363636364,0.8942095819440932,0.6946486711755058
0.8241927899551634,0.9982545454545455,0.892299402531083,0.6918096581357348
0.8224962141632177,0.9982363636363636,0.8923764073088133,0.6906525296395828
0.8207970355310676,0.9982181818181818,0.8916218661795408,0.6838669517201041
0.8192786456477221,0.9982181818181818,0.8910366344936587,0.6817849862246004
0.8176318381605121,0.9981909090909091,0.8882614553611099,0.6809711252099504
0.8158595001975687,0.9981909090909091,0.8814216198529459,0.6753536466884572
0.8141640825948722,0.9981909090909091,0.8792636625186968,0.6738559495043136
0.8124803278632825,0.9981636363636364,0.8768656290361206,0.6663756585095917
0.8109126208119067,0.9981454545454546,0.8769808969288071,0.6646466289308667
0.8093382886254393,0.9981454545454546,0.8739559127787351,0.6629197268080756
0.8075803364672781,0.9981181818181818,0.8738356253663504,0.6613259156080712
0.8059804476101566,0.9981181818181818,0.8740941109826382,0.6595369652341952
0.8043247940022128,0.9981,0.8727817601532228,0.6532034196127052
0.8027299498158946,0.9980636363636364,0.8740078960062045,0.6515827855871531
0.8011238062602938,0.9980454545454546,0.8732067635070665,0.6495512008702437
0.7995386327268805,0.9980272727272728,0.8722300493424663,0.6459782764852271
0.7980206844833116,0.998009090909091,0.8726166736329064,0.6480396567925836
0.7964776771455107,0.9979636363636364,0.8679719785277237,0.6459861772946298
0.7949477535047454,0.9979272727272728,0.8662507054487306,0.6455918252450383
